date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
1/6/2011,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112
1/6/2011,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69
1/6/2011,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48
1/6/2011,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52
1/6/2011,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23
1/7/2011,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17
1/7/2011,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7
1/7/2011,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1
1/7/2011,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1
1/7/2011,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0,0,5,5
1/7/2011,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0,8,26,34
1/7/2011,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84
1/7/2011,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210
1/7/2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134
1/7/2011,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63
1/7/2011,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67
1/7/2011,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59
1/7/2011,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73
1/7/2011,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50
1/7/2011,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72
1/7/2011,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87
1/7/2011,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0,9,178,187
1/7/2011,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123
1/7/2011,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95
1/7/2011,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51
1/7/2011,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39
1/7/2011,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36
1/7/2011,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15
1/8/2011,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25
1/8/2011,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16
1/8/2011,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0,3,13,16
1/8/2011,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7
1/8/2011,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1
1/8/2011,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5
1/8/2011,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2
1/8/2011,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9
1/8/2011,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15
1/8/2011,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20
1/8/2011,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61
1/8/2011,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62
1/8/2011,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98
1/8/2011,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102
1/8/2011,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95
1/8/2011,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74
1/8/2011,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76
1/8/2011,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69
1/8/2011,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55
1/8/2011,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30
1/8/2011,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28
1/8/2011,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37
1/8/2011,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34
1/8/2011,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22
1/9/2011,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25
1/9/2011,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12
1/9/2011,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11
1/9/2011,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4
1/9/2011,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1
1/9/2011,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1
1/9/2011,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1
1/9/2011,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6
1/9/2011,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10
1/9/2011,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19
1/9/2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49
1/9/2011,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49
1/9/2011,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83
1/9/2011,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75
1/9/2011,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72
1/9/2011,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82
1/9/2011,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92
1/9/2011,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62
1/9/2011,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48
1/9/2011,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41
1/9/2011,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38
1/9/2011,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20
1/9/2011,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15
1/9/2011,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6
1/10/2011,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5
1/10/2011,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1
1/10/2011,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3
1/10/2011,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1
1/10/2011,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3
1/10/2011,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3
1/10/2011,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31
1/10/2011,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77
1/10/2011,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188
1/10/2011,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94
1/10/2011,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31
1/10/2011,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30
1/10/2011,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52
1/10/2011,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54
1/10/2011,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47
1/10/2011,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45
1/10/2011,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74
1/10/2011,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178
1/10/2011,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155
1/10/2011,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95
1/10/2011,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74
1/10/2011,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38
1/10/2011,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24
1/10/2011,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18
1/11/2011,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12
1/11/2011,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3
1/11/2011,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3
1/11/2011,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6
1/11/2011,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27
1/11/2011,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0,2,97,99
1/11/2011,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217
1/11/2011,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130
1/11/2011,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54
1/11/2011,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35
1/11/2011,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57
1/11/2011,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52
1/11/2011,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63
1/11/2011,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47
1/11/2011,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76
1/11/2011,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136
1/11/2011,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95
1/11/2011,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0,0,51,51
1/11/2011,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32
1/11/2011,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20
1/11/2011,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29
1/11/2011,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19
1/12/2011,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7
1/12/2011,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6
1/12/2011,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1
1/12/2011,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5
1/12/2011,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16
1/12/2011,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54
1/12/2011,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128
1/12/2011,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81
1/12/2011,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39
1/12/2011,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35
1/12/2011,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55
1/12/2011,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49
1/12/2011,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44
1/12/2011,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49
1/12/2011,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68
1/12/2011,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139
1/12/2011,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137
1/12/2011,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83
1/12/2011,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56
1/12/2011,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57
1/12/2011,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33
1/12/2011,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20
1/13/2011,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7
1/13/2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2
1/13/2011,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2
1/13/2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3
1/13/2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4
1/13/2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3
1/13/2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28
1/13/2011,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72
1/13/2011,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202
1/13/2011,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139
1/13/2011,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38
1/13/2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37
1/13/2011,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52
1/13/2011,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83
1/13/2011,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42
1/13/2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60
1/13/2011,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78
1/13/2011,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162
1/13/2011,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144
1/13/2011,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99
1/13/2011,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64
