lepton_pT,lepton_eta,lepton_phi,missing_energy_magnitude,missing_energy_phi,jet_1_pt,jet_1_eta,jet_1_phi,jet_1_btag,jet_2_pt,jet_2_eta,jet_2_phi,jet_2_btag,jet_3_pt,jet_3_eta,jet_3_phi,jet_3_btag,jet_4_pt,jet_4_eta,jet_4_phi,jet_4_btag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,label
1.219023585,0.586275041,0.120821476,0.409861982,-0.934800625,1.295509219,0.737695873,1.273006678,2.173076153,0.969582856,0.342955142,-0.182742164,0,0.797145248,0.254132271,-0.944914103,0,0.892817438,0.009533188,-1.394760847,3.101961374,0.856610477,0.704642475,0.993453383,1.142174363,0.875678957,0.908966482,0.823643684,1
0.383404076,-1.854490638,-1.629316568,1.830440879,1.38544488,0.862573564,-0.027751874,-0.156275526,1.086538076,0.657468081,-0.277752608,-1.175335526,2.214872122,0.569540024,-1.063907862,-0.121129379,0,0.89427793,-0.020448448,0.728438139,0,0.72349453,0.737504959,0.972686708,1.301655173,0.892144382,0.912583292,0.76380676,1
0.488817275,-0.668196738,-1.488936663,0.753240347,1.539458871,0.96279186,0.171284333,-0.585919201,0,0.662252367,0.244846433,-1.180883884,0,1.064967752,0.282349974,1.002866983,1.274112225,1.627420187,0.968945503,0.263976693,3.101961374,0.868576825,1.137625694,0.991964757,1.997098088,0.762919068,1.372485757,1.270378828,1
0.822991908,0.297980279,0.462061197,0.493006349,1.357849956,0.7809515,0.138606757,0.881063283,2.173076153,1.133383274,-0.249582753,-0.642698884,0,1.408307552,0.296913952,-1.077495813,0,0.85168165,-0.67837882,0.561964452,3.101961374,0.936037362,1.007839799,0.985165298,0.713598371,0.493377179,0.911914051,0.863939762,1
0.874051392,1.527128935,1.737132549,1.317935705,1.314881444,0.824648142,0.585200489,-1.093172669,1.086538076,1.153401971,0.336155534,-0.120601229,0,1.231281161,-0.070826508,0.297798425,0,0.532088041,0.831529796,-1.545142174,3.101961374,0.778036535,0.805283427,0.998516083,0.961833239,0.312169552,0.776889741,0.866329134,0
1.493720293,0.377845734,1.220556498,1.161633492,0.222701371,1.626852512,-2.155755997,-0.866433144,0,2.053234339,0.895666778,0.76667434,2.214872122,0.819449186,-1.402520418,-1.159596682,0,0.544988573,-0.485163808,-1.160588026,3.101961374,0.862665474,0.792455733,1.427872658,1.007134914,1.228121638,2.74087286,2.263786554,0
1.557773471,0.197661504,-0.792585671,0.47155413,0.427750945,0.978365123,0.853552759,-0.417941213,2.173076153,1.903535008,0.767445505,0.982503116,2.214872122,0.759913564,0.988702893,1.347357512,0,0.598294795,1.529435515,-0.61011529,0,0.783760846,0.91575259,1.058315396,0.767316997,1.914400578,1.122543812,0.921144962,0
0.88356787,-0.986684501,-0.192777812,0.521655142,1.299246788,2.099271059,-0.645655334,-1.098162055,2.173076153,2.322541952,0.28370136,0.630186141,0,0.82471776,-1.482622266,0.599574387,0,1.218983054,-0.834116757,-1.67332685,3.101961374,1.049906015,0.853144169,0.9875862,1.165601373,0.88880235,1.020460606,0.86944586,1
0.682074904,-1.219462991,-0.731550932,0.904335439,1.350595951,0.507229149,0.586190701,0.981959581,2.173076153,0.480447739,0.147709057,1.285994887,0,0.988221288,0.359721124,-0.932709873,2.548224449,0.919348836,-1.721073508,-0.072957583,0,0.801997781,0.662358165,1.037538886,1.01022923,0.875678957,0.829550862,0.703048825,1
0.721421838,-0.11790438,0.952558577,1.904519677,1.347976327,0.548085988,-0.321850151,-0.6868155,2.173076153,0.984817147,-0.422487259,0.367751658,2.214872122,1.031072855,-1.361559272,-1.524612546,0,0.555455089,-1.169744492,-0.850392163,0,0.478352696,1.010088205,0.996717989,1.157230616,0.881683648,0.959379017,0.992345929,0
0.568792284,2.045280218,-0.019661132,5.328391075,-0.444343299,2.208008766,1.385306358,1.001362681,0,1.499510646,-1.142275095,1.34425199,0,1.056713581,1.536672592,-0.878345847,2.548224449,2.044863462,-0.500154614,-1.631153464,3.101961374,0.847640812,0.776539266,0.993913949,0.927745521,1.735034704,2.497807741,3.123849154,0
0.534935594,1.364476204,-0.470763326,1.271426916,-1.662424207,0.476449132,0.038593534,-1.158034563,0,0.722560167,1.65430963,0.154697016,2.214872122,1.034585357,1.207162619,0.727718234,1.274112225,0.557158947,0.293525904,0.293941945,0,0.770095468,0.931607783,1.003715038,0.797572851,0.48603487,0.677221656,0.684340835,0
0.519196808,-0.618524313,1.158967018,0.144046962,-0.513678491,0.769867063,0.041564222,-1.625372887,1.086538076,1.334325314,-0.637160838,0.32780391,0,0.783446789,0.606398523,-0.852273285,0,0.790343046,1.208798647,-1.424171209,0,0.9538216,0.704625785,0.992097378,0.737609386,0.418132275,0.748972297,0.675080717,1
1.118002534,-2.27524519,0.068109661,0.815437615,-0.869898319,1.61439395,-1.482399583,-1.64366734,2.173076153,2.302019596,-1.654188991,0.279533744,0,1.063914061,-0.676141858,-1.538480878,0,0.433264703,-1.753553629,0.681270599,0,0.875711739,0.84840256,0.988869667,0.778397858,0.986694336,0.986814618,0.836090922,0
1.8846277,1.603098512,-0.507384181,0.292220831,-0.886842608,1.035069943,1.422935009,1.182643414,2.173076153,0.422406226,1.226905227,-1.170342088,0,1.051269293,0.324221432,0.479196847,2.548224449,0.450303227,-0.231152728,1.554147244,0,0.601999521,0.836977243,0.97308588,0.980342269,1.066572309,1.000579953,0.811759591,1
0.855384529,0.746979892,-0.549553633,1.039405346,0.312374175,0.803120434,0.586190701,-1.401959777,1.086538076,0.972100914,0.407065839,1.272124291,2.214872122,0.550046027,1.43563509,0.242879614,0,0.383853078,-1.31881988,-0.00081911,0,1.183968425,0.986074388,0.990072131,0.979804277,0.875220716,0.812885463,0.765930176,0
1.262030721,-1.515549541,-1.213725328,1.304427266,-1.708378792,0.818876922,1.168445826,-0.143524885,2.173076153,0.806663692,1.31724298,0.578587055,0,0.583765328,-0.309311688,0.202383921,1.274112225,0.61095196,1.840911508,1.498656035,0,0.785266101,0.885778427,0.990220726,2.938265562,0.766420782,1.816169143,1.88455689,0
0.392920524,2.015087366,-0.903557897,1.644562244,0.003762411,1.099195004,0.835728586,1.466483593,1.086538076,0.575127184,-0.062107645,-1.291295052,2.214872122,0.547587335,1.004177213,0.835336924,0,0.433994949,1.263764978,-0.57904017,0,0.526390374,0.696856797,0.987653792,0.955450058,0.89993465,0.956047654,0.73427248,1
0.451849461,-1.91390276,0.062006187,0.980233491,1.593966007,0.991556525,-1.0674932,-1.098716378,0,1.361646295,-1.03056705,-0.274289072,0,1.584104419,-0.64974463,1.051128984,2.548224449,1.644215345,0.131958202,0.318912983,3.101961374,0.980240107,1.252068281,0.988287509,1.597036004,0.938040614,1.178447008,1.111699343,1
1.2056638,0.049618252,-1.10608232,2.912931204,-0.616887867,2.145349503,0.165342957,1.169892788,0,1.633472085,0.005888515,-0.318120658,2.214872122,1.352284312,0.502630174,0.701090932,2.548224449,0.838537633,0.462589055,1.686771274,0,1.001015306,0.947396219,1.109708786,0.871424437,1.328960657,1.302058816,1.411734819,0
0.316056699,1.086895108,-0.76428777,0.480477244,-1.133886695,2.488693476,-0.258475453,1.343412399,0,3.371317864,-0.580821157,-0.295927435,0,0.615552783,0.772063792,-1.515736818,0,1.371355891,-0.142873481,0.775605619,3.101961374,0.814367831,0.983987391,0.995854497,0.519020677,0.717822373,0.744704068,0.727452517,1
1.638114452,0.59114486,-0.225514621,0.428515613,-0.76174438,0.564208865,0.008886633,1.738681912,1.086538076,1.199104905,-0.489512056,1.055740595,2.214872122,0.584819019,-0.209184304,0.215697587,0,0.957076907,-0.547625542,-1.551246166,0,0.844026029,0.774864078,0.997152746,1.041627407,0.767347515,1.045287609,0.86511296,1
0.297023743,1.889445424,-0.610591114,1.437952757,1.51274085,0.417362481,-0.130735785,1.199829102,0,0.437640548,-0.949943125,0.231263533,2.214872122,1.079193115,-0.102685213,-0.756858826,2.548224449,0.723649442,0.695779562,0.162982702,0,0.79646045,0.814193308,0.989782214,2.150835991,0.654608965,1.658700109,1.32254529,1
0.837083638,-0.921428621,0.148564547,0.820210099,1.125707626,0.757133663,2.536943674,1.020765781,0,1.36643064,-0.907202721,1.686582089,2.214872122,1.836121082,-0.072647005,-0.465065807,2.548224449,1.201214194,0.77573061,-0.593467832,0,0.906184077,0.910276353,0.987917841,0.936638832,1.736306667,1.028961301,0.893450618,0
0.289886415,0.857038379,-1.024517655,1.340166211,-0.269187391,0.735056281,0.782256246,1.200937748,2.173076153,0.611387432,-0.137874797,-1.427783012,2.214872122,0.800482094,1.204431891,-0.311958849,0,0.793750703,1.621878982,0.979258418,0,0.85414058,0.991333425,0.978722155,1.185462833,0.836640656,0.8363235,0.874539256,0
0.790416241,-0.742218375,0.65015918,1.514137626,-1.559331894,0.827579558,-0.753590405,1.591217995,1.086538076,1.935388565,-0.555565476,0.130284488,0,0.844914258,-1.304213524,0.615661681,0,1.973545194,-0.752500057,-1.287662983,1.550980687,1.183945656,1.000081897,1.384369373,0.799007237,0.708898366,0.789804399,0.754188776,1
0.665238023,-0.912662864,-0.24992907,1.316240192,-1.264601707,0.856985569,0.317838371,-0.179559305,2.173076153,1.557426214,0.264273912,1.368109703,0,0.763777256,0.990523517,-1.199537516,2.548224449,0.38482672,-1.393774033,0.323352307,0,1.404560566,1.151588798,1.0261693,1.099695325,0.894103825,0.985455275,0.984880745,0
0.69781369,-0.303932428,-1.475064993,1.08417213,0.891312242,1.014000297,-0.351557046,-0.69069612,0,1.217234969,0.874296546,1.300420523,2.214872122,1.09376967,0.51264292,-0.644247532,2.548224449,1.011600137,-1.464563966,0.670727193,0,1.872701764,1.403541684,1.019616723,0.906664789,1.223689318,1.33599031,1.086447001,1
0.99026221,2.283902645,1.029129386,0.338116288,-1.161748171,0.707848907,-0.226788089,-0.511630118,0,0.661748827,-0.30883655,1.349800348,1.107436061,0.514394939,0.692872167,-0.962110937,0,0.773547947,0.444266945,1.575233936,3.101961374,0.774148107,0.702499926,0.987474382,0.656303942,0.311663121,0.717670083,0.692116976,0
0.411038399,1.849512696,-0.579518914,1.300527573,1.414066434,0.451165557,0.825826287,-0.089750491,0,0.519477785,-0.806179821,0.953651965,2.214872122,0.789593518,0.000172894,-1.122984171,2.548224449,0.800079286,-0.620913982,-0.519106865,0,0.874216795,0.850372672,0.987463355,0.993139267,0.712038159,0.977516711,0.903275847,0
1.595107317,-0.541580796,0.310029209,0.633518755,-0.413202494,0.819426537,-1.200184107,-1.57159853,2.173076153,0.526276588,-0.188386217,1.582828879,0,0.588155866,0.538129926,-0.42124173,2.548224449,0.680809796,0.194419935,0.922657311,0,0.468174309,0.776483536,0.981807411,0.633532703,1.160261035,0.88251245,0.740980983,0
1.334868312,0.14604117,-1.738069296,1.478847265,1.096203685,0.647571445,-0.308977187,-0.967883766,0,1.053308725,0.70916307,-0.518969059,2.214872122,1.460642576,-0.005288598,0.216252312,2.548224449,0.654521823,-0.406878442,1.372135997,0,0.858241081,0.987170637,1.078277469,1.25583601,0.95056355,0.9991225,0.883261681,1
0.560739875,-1.508731723,-0.31595701,0.79915297,1.399813891,0.736888468,-2.142883062,-1.087628961,0,1.023217678,0.110796869,0.557503462,2.214872122,0.68316704,1.989066362,-1.478569388,0,0.845353007,-2.32237196,1.481453776,0,0.965419591,0.916526079,0.984669149,1.257080793,0.521342337,1.193247557,0.97619158,0
0.690676332,-0.275687307,-1.692570686,0.297675371,0.120148525,1.036718845,-0.238670841,-1.373686552,0,1.26696682,0.015602252,-0.012409467,1.107436061,1.258326888,-0.809948385,0.597910225,2.548224449,0.621418476,0.097812451,1.326633334,0,0.943380892,1.102108598,0.99378258,0.724105418,0.942030609,0.77259773,0.709528625,1
0.320997953,-1.271083355,1.590649009,0.960811853,-0.349662095,0.440264285,2.936006069,0.206388503,0,1.236875892,-0.546823144,1.635537744,2.214872122,0.605542362,-0.113608196,-0.769062996,0,1.367461324,-0.878256381,-0.913097262,3.101961374,0.847721756,0.965188146,0.988434911,0.677937925,0.9252491,0.715888441,0.65968889,0
0.339115858,-0.129592001,0.26397571,1.169826388,1.663075209,0.84232831,0.276248723,-0.260498106,2.173076153,0.584695816,0.588712692,-0.582777262,0,0.892332017,1.446557999,-1.723762512,0,0.86409539,1.700997233,0.810010195,0,0.765452087,1.282966256,0.990271032,0.898253024,0.693232417,0.860362351,1.026518107,1
1.479445458,-1.112326384,-0.249373659,0.86989373,-1.021120667,0.390979618,0.282190085,-0.924642563,0,0.800494432,-0.847948968,1.417489529,2.214872122,1.437460661,-0.074467503,0.729937196,0,0.737523675,-0.620913982,1.681777,3.101961374,1.36655426,0.885071635,1.005868077,0.975388348,0.169349968,0.661505103,0.784831762,1
0.894914508,-0.123748191,0.317242384,0.278090566,-0.841903806,0.916621804,-1.037786365,0.60054934,2.173076153,0.865460634,-0.778010011,1.448005199,2.214872122,1.377222538,-0.435836256,-0.832302809,0,0.957807124,-0.289450347,-1.319292903,0,0.544268072,0.866394877,0.996663928,0.729361534,0.920105636,0.876200855,0.758895099,1
1.011125207,0.544394374,0.585795224,0.738775075,-0.454210758,0.740644336,0.170294106,-1.495094776,2.173076153,0.886234701,1.436721921,-0.503433824,0,1.18140471,1.036035895,1.336817622,2.548224449,1.180768013,0.588345349,0.039237313,0,0.819029391,1.058700085,0.988278866,0.923170745,0.87218672,0.890816808,0.801629365,1
0.921084821,-0.478272825,-0.155602098,0.433729678,-0.865130782,1.219566941,0.978321672,1.516931772,0,1.136153102,0.686821461,0.24291496,2.214872122,0.796091557,0.70561564,-0.6059708,2.548224449,0.526976466,1.047230959,-1.104541898,0,0.875073075,0.940050185,0.991170168,1.25264442,0.700818896,0.910391212,1.110105753,0
0.501810908,-1.043174624,1.284365535,0.983451188,0.298909724,1.175778627,-1.187311053,-0.430136919,2.173076153,1.214591026,-0.754697084,1.502378583,2.214872122,0.654189467,-0.186428085,-1.064182162,0,0.495576978,-0.881587744,0.36830017,0,0.965844929,0.944936454,0.987173498,1.022437096,1.772595525,1.05209887,0.86863637,0
1.594741225,-0.218223155,0.85934186,0.555449247,0.801873088,0.861382663,-0.716951907,-1.039952636,0,0.571979582,1.216220141,1.107339859,2.214872122,0.597815037,-1.286008477,-0.847835362,0,1.240646243,0.128626913,-0.26440227,3.101961374,0.647647083,0.736698091,0.971814632,1.029311895,0.841602385,0.833390832,0.874498189,0
1.733645201,-0.201665685,0.718961954,1.069995403,1.459404945,1.673938632,-1.415063977,-1.396415949,0,2.181907654,0.178793028,-0.321449608,2.214872122,0.85632962,0.029300854,1.245840907,0,2.012490273,-0.436027229,0.248994082,3.101961374,2.267703772,1.959031582,1.168118954,1.611846209,1.154358983,1.800479293,1.535258651,1
1.674167275,-0.356526732,0.721736252,0.912798166,-0.953482151,0.644548357,0.687194109,-0.370264947,2.173076153,0.611890972,-1.420087934,1.572287083,0,0.962756157,-0.134543911,-0.762960911,2.548224449,0.923730135,1.033072949,1.073593378,0,0.533131838,0.786868274,1.709318042,1.183470011,0.544760585,0.829681754,0.782172561,0
0.460267872,0.468424827,1.258841991,2.020946264,-1.550396323,1.728536606,2.124017716,0.804559469,0,1.735705614,-0.503111303,-0.762542129,2.214872122,1.119585991,0.743846059,-0.169946089,0,0.786691904,-1.339640498,-0.673375249,3.101961374,0.810680091,0.915702462,0.996004283,1.554556966,0.610267639,1.403490663,1.210723639,1
0.683538914,-0.659430981,-1.624877572,0.888753474,-0.284929603,0.635204434,-1.664601922,-0.005485716,0,0.789666772,1.047201037,-0.79194808,1.107436061,1.229349375,0.409784794,1.274687171,2.548224449,0.845109642,-0.397717386,1.132414103,0,1.193843365,1.378431559,1.009647369,0.97442019,1.056988478,1.196233749,0.977740109,0
0.846783102,1.05085814,-1.503363013,1.83825767,-0.460925758,1.011343718,0.940692961,1.346738458,0,0.604210913,1.713563561,1.074604869,0,1.275186539,0.16128692,0.776534975,2.548224449,1.459469199,0.93479979,-0.164518088,1.550980687,0.80393517,0.956550956,1.396074295,0.800139368,0.934256136,0.861935735,0.939766944,0
0.928405106,0.75282371,-1.183207989,0.412921667,-1.42093575,0.7809515,0.898113132,1.51637733,0,1.33294034,1.253132343,-0.223799571,2.214872122,0.734272838,1.40468657,-1.346542478,1.274112225,1.38766408,1.237114668,0.543097436,0,0.934162617,0.79937321,0.977383375,0.94581908,0.901317358,0.869029641,0.781120598,1
0.605760098,-0.621446252,0.999166906,2.108459473,0.306281298,0.676244497,-1.854726076,-0.002159464,0,1.282956719,1.568828821,-1.242470026,2.214872122,0.971361637,0.215901837,0.466992706,2.548224449,2.128839016,0.016195774,-1.312079072,0,0.778290808,1.091462374,0.984594286,2.593581915,1.478761554,1.757077336,1.578483701,0
1.241167665,-0.561060131,-0.589506388,1.435295224,0.200711489,0.762630105,0.030671692,1.127760291,0,0.717398107,-1.029595733,0.447092325,0,1.057767272,-0.170043617,-1.647209048,2.548224449,1.273262858,-0.754165709,-0.970808089,3.101961374,1.251212239,0.996152878,1.209282517,0.815692544,0.603577972,0.749489844,0.776566804,0
0.831410289,1.007029653,-0.19666183,0.610862255,-1.286396742,0.460784286,1.472446442,1.416589856,0,0.577393472,-0.165073246,-0.611628354,2.214872122,0.57112062,1.274520993,-1.137407184,0,1.830421686,0.90231961,0.672391951,3.101961374,0.687093675,0.895918191,0.988603115,0.835543692,1.05192399,0.75043869,0.686990261,0
0.913032353,1.21351099,0.875432849,1.256882668,1.311662436,0.965814889,1.068432689,1.510833621,2.173076153,1.469923377,0.586769939,-0.31257236,0,0.67350781,-0.510476589,-1.099685192,2.548224449,0.669369638,-0.130381122,-0.677259624,0,1.107715011,0.995134473,0.991538584,0.728383064,1.162852407,0.877215087,0.832504988,0
0.725265026,0.48985216,1.226660132,1.049622178,0.409086675,0.399773896,1.424915433,0.819527626,0,1.035682201,-0.371975809,-0.870733917,1.107436061,1.493659496,0.464399725,-0.386847585,2.548224449,1.428313136,-0.162861228,1.233407974,0,1.132664919,1.209917545,0.98857975,0.995654583,0.826804102,0.966791093,0.861173093,1
1.750481963,-0.392563581,0.798307121,0.638449371,1.614984036,1.164968967,1.139729261,-0.536022604,0,0.729107142,0.076798797,1.712659121,1.107436061,0.945720851,1.4702245,-0.042911924,0,0.436185628,1.975828886,-0.728311539,0,0.924001396,0.745262802,0.986335874,0.725801051,0.339843214,0.810389996,0.998690784,0
0.719774783,1.003133655,-1.701448441,0.391146451,0.623649657,1.129242182,1.216967106,0.683151245,0,1.214591026,0.441063911,-1.29961741,2.214872122,1.495591402,0.103030995,-0.669210672,2.548224449,0.693223536,-1.397938132,-0.693906963,0,0.968345642,1.487782121,0.995006979,1.156103492,0.808608353,1.146746278,1.01155448,0
0.46740523,0.19571358,-0.388089001,0.221454382,-0.744455874,0.744217038,-0.776365697,1.510279298,2.173076153,0.670813799,0.493518114,-0.745897233,0,0.994368017,0.143081948,0.976794422,0,1.236264944,-0.413541049,-0.177281067,3.101961374,1.271749139,0.928619266,0.986117184,0.832762003,1.02431047,0.815238237,0.755027592,0
0.398776829,-0.69546783,1.719931722,1.00129056,1.60722518,2.861901045,0.678282082,-0.579266667,0,0.95888108,-0.260267884,0.778325677,0,2.480475903,0.428900003,1.228644252,2.548224449,1.565351367,-2.188287497,0.303930372,0,1.002522826,0.607090235,0.990024149,2.220071793,0.96701318,1.436854124,1.319260359,1
0.790965319,1.035274625,-1.070016384,1.000307918,-1.692910671,1.116600394,-0.093107045,0.243531644,2.173076153,0.705940902,-0.228212535,0.864879191,0,0.599395633,0.537219644,-1.434745312,0,0.484867036,-1.013173819,-0.971917927,3.101961374,0.971720874,1.021747232,0.987285197,1.122763753,0.831544578,1.224519968,1.020134211,0
1.137035489,1.151177049,-1.405152559,0.689105213,-0.051929254,1.310441256,-0.842711091,0.054489657,0,1.44965291,0.77230233,-1.492143393,0,1.098335862,1.588556886,-1.507970333,0,1.858657002,1.182981134,1.085246563,0,0.954630077,1.032755256,1.151703835,0.634541869,0.170958579,0.676974773,0.641551793,1
0.95311141,0.75282371,0.497017443,0.380421192,1.692873597,0.741010785,1.338765502,-0.642465532,1.086538076,1.177701354,0.487689823,1.346471429,1.107436061,0.678600848,2.152000904,-1.183450341,0,0.674968004,-0.099566653,-0.368725717,0,0.580969989,1.024568796,0.995449185,0.975495994,1.469754458,0.865808368,0.79163605,1
0.899306655,-1.071419835,1.254403114,1.00335896,0.279120445,0.659571946,0.370320559,-0.608648539,2.173076153,0.536097109,0.947149634,0.93534255,0,0.768167734,-0.779910207,-0.585445642,2.548224449,0.545962274,0.852350295,-1.04794085,0,0.688589752,0.866956949,1.012779355,1.140412092,0.581227124,0.780345917,0.789319038,0
0.685552061,-1.297380567,-0.661083579,0.69866401,-1.524022579,0.662503362,-1.263558745,0.041184653,0,0.683530092,-1.244269371,0.748919725,0,1.016320705,-0.941024303,1.445545793,2.548224449,0.928111494,-0.366070092,-1.060148954,3.101961374,0.850547433,0.889885485,0.982288837,0.504935801,0.615824342,0.673188448,0.660240293,0
0.463745058,-0.138357714,1.715492964,1.194587588,-0.319680125,0.462616444,-0.037654169,-0.870868146,0,1.003828645,-1.102448702,1.142848849,1.107436061,0.670171022,-0.904614329,0.109743133,2.548224449,0.716590643,-1.009009719,-1.476887822,0,0.711797297,0.948993444,0.995836139,0.619828939,0.701917887,0.68648386,0.645698965,0
0.74905622,0.990472078,0.408794493,2.067863703,-0.248399645,0.933111131,1.457593083,-0.742253065,2.173076153,1.320475817,-0.094162978,-1.741261959,0,1.46696496,-0.390323788,1.007859588,2.548224449,1.178090692,0.510059953,1.263928175,0,0.900986612,0.900147796,0.988697708,0.965634406,2.16705513,1.269870162,1.210954428,0
0.597524703,-0.750010073,0.772783518,2.24397254,1.287858129,0.621646583,-0.837759972,-0.704555571,1.086538076,1.030142427,-0.411802143,-0.31479165,0,0.305054277,-0.204633057,-0.969877183,0,0.822472811,-0.588433921,-1.544032216,3.101961374,0.486307442,0.599504888,0.986834526,1.213633657,0.521750093,0.797731102,0.757240951,1
1.325717926,-0.050700534,1.153418422,0.190477744,0.675609291,2.063177824,0.87038666,-0.6945768,0,1.565987706,1.502775431,1.032992601,1.107436061,0.473475099,1.369186878,-0.463401049,0,0.760403931,0.845687687,1.214541078,1.550980687,0.673716784,1.036689758,0.975173831,0.9743945,0.309822202,1.240736246,1.109002948,0
1.244278789,-1.266213417,-1.035060048,0.615859807,1.380194545,0.421393186,-1.196223021,-1.640895486,2.173076153,0.335281014,-0.046565663,0.367196828,2.214872122,0.415168822,-1.58821106,0.500831544,0,0.466368109,-0.534300387,0.744530559,0,0.406785935,0.54781425,0.996767044,0.733295918,0.635281086,0.527608037,0.479061484,0
1.460595489,-0.305880368,-1.020633698,0.545232534,0.859460473,0.6512357,0.50004065,1.345629811,0,0.58507359,0.946178198,0.711191356,2.214872122,1.117654204,0.723820627,-0.419576943,1.274112225,0.594643652,2.100752354,0.423791379,0,1.330167055,0.822407544,1.226833701,0.912279487,0.735869646,0.758978069,0.844168127,0
0.409025341,-1.917798638,-1.685357451,1.096134305,0.269618779,1.69436717,2.331965923,-1.180763841,0,1.87394762,-0.443857461,0.80107373,2.214872122,2.362985134,-1.164945483,-0.269243717,2.548224449,0.591235995,-1.35962832,1.120760918,0,5.67004633,4.863923073,0.990875363,0.836347997,2.067101002,3.981695652,3.136695147,0
0.642727912,1.000211835,-0.613365412,0.584735394,1.214519739,0.643265903,-0.93876344,-0.674064875,0,1.124192357,0.088455275,1.020231605,2.214872122,1.201952457,0.683769643,-1.497430444,2.548224449,1.431964278,-0.404379964,0.034243103,0,0.938140035,1.289093494,0.985580504,0.671344757,1.033183098,1.02862823,0.856081605,1
0.382488996,1.691729665,0.017617282,1.961161017,-0.911235094,1.116233945,0.532718241,1.122216463,2.173076153,0.304182857,0.186564013,-0.673769355,0,0.707227111,1.873464823,1.434451103,0,0.720241785,-0.286119074,0.047560994,3.101961374,1.018443823,1.045299172,0.984558582,0.821629942,0.893819332,0.965919614,0.838083386,1
